Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
2/13/23 10:00,The Villages,FL,USA,Other,Grass burned in yard,There is a large circle of dead grass that showed up overnight in our back yard. We have no idea where it came from.,3/6/23,Yes
2/13/23 07:19,Jacksonville,FL,USA,Light,35-37seconds,"Definitely not a plane , maybe a satellite but it just wasn't moving like a satellite or any meteor I've ever seen.",3/6/23,
2/13/23 05:48,Rosedale,CA,USA,Light,2 minutes,"Saw one light overtake second light and then slowly follow each other from north to south north to south, following",3/6/23,
2/13/23 03:13,Meridian,ID,USA,Cylinder,Approximately 3 minutes,I saw a shimmering object stationary in the sky at a fairly low altitude. Way too large to be a drone. And the light was very brilliant,3/6/23,
2/13/23 02:45,Hastings,NE,USA,Other,Observed for approx. 1 ho,Very large half circle over lapping the moon. Object was brighter than the moon. White with a thin bright green outline.,3/6/23,Yes
2/13/23 01:00,"Okc, Wellston and Chandler",,,Changing,Multiple times,I don't have one instance to report. I have multiple. Up close encounters of craft and a human mimic(no emotion and moves robotically),5/19/23,
2/13/23 00:32,Port Rowan,ON,Canada,Circle,30 minutes,4 possible more travelling from south west,3/6/23,Yes
2/13/23 00:00,South Lyon,MI,USA,Light,3 min,"3 bright lights flying in formation around each other. then, vanished into the sky",11/26/03,
2/12/23 21:30,Bucyrus,OH,USA,Light,Over hour,Light with glow around seen east of city then to west of city then disappeared,3/6/23,
2/12/23 21:00,Minot,ND,USA,Circle,Few hours then it left,It looked like a big star. But it was moving.,3/6/23,Yes
2/12/23 20:50,Hagerman,ID,USA,Formation,About 20 seconds,Looked like a chain of lights in sky then each one went out in order from back to front reminded me of flares,3/6/23,
2/12/23 20:35,Franklin,MA,USA,Circle,3 minutes,Silent low flying small saucer shaped craft,3/6/23,
2/12/23 20:06,Effingham,IL,USA,Orb,2mins,Two bright orange lights,3/6/23,
2/12/23 20:00,Saratoga springs,UT,USA,Circle,2 minutes,Circular object with three flashing lights heading south,3/6/23,Yes
2/12/23 19:45,Arcanum,OH,USA,Formation,Approx 3 minutes,Large straight line formation from western horizon rapidly dimming out after passing overhead.,3/6/23,
2/12/23 19:42,Vida,OR,USA,Light,30 seconds,String of flying purple lights,3/6/23,
2/12/23 19:40,On route 22 heading towards Blairsville. Near Johnstown exit,PA,USA,Cylinder,30 to 40 seconds,We were driving and saw it in the sky in front of us.,3/6/23,
2/12/23 19:40,Grand Rapids,OH,USA,Formation,45 seconds,"Not an airplane. String of lights. No air noise. No banner. it was going for about 45 seconds, maybe a minute and then disappeared.",3/6/23,
2/12/23 19:40,Ewing,KY,USA,Formation,Roughly 10 seconds,Saw a line of 5 star like shapes in a line that drifted across the sky and vanished in a eclipse like fashion.,3/6/23,Yes
2/12/23 19:40,Sedalia,MO,USA,Light,,Red glow,3/6/23,Yes
2/12/23 19:39,Liberty Township,OH,USA,Changing,About 3-5 minutes,"A long train like glowing on and off light, that was moving slow then eventually all lights turned off!",3/6/23,
2/12/23 19:38,Twinsburg,OH,USA,Cigar,About 3 minutes,A line of bright lights that was constant; couldn't see the craft disappeared right above me,3/6/23,
2/12/23 19:38,canton,MI,USA,Unknown,3 to 4 min,line of 26 lights in a row,3/6/23,
2/12/23 19:38,Oil City,PA,USA,Circle,One Minute,Several Circular Crafts of Yellow/Orange Light in Night Sky,3/6/23,
2/12/23 19:08,Wheatland,WY,USA,Formation,10 min,WY,3/6/23,
2/12/23 19:00,Lakeville,MN,USA,Changing,I.5 minutes,Strange uniform slowly moving lights in sky,3/6/23,
2/12/23 19:00,West Jordan,UT,USA,Light,1 minute,Lights over Salt Lake City,3/6/23,
2/12/23 18:36,Fairchilds,null,,Orb,3-7 minutes,"My roommate & I were outside, she asked me to come to her and pointed at the sky. 3 bright, round lights were in the sky.",3/6/23,Yes
2/12/23 18:35,Section,AL,USA,Disk,3-5 minutes,Looked like a plane with a a trail behind it but its too dark and then it came closer and we saw about 15-20 lights in an even row,3/6/23,
2/12/23 18:35,Section,AL,USA,Sphere,3-5 mins,12-20 lights looked like they were the middle of a saucer (disc),3/6/23,
2/12/23 18:15,Waterville,OH,USA,Oval,1 minute,Something that I've never seen before in the sky,3/6/23,
2/12/23 17:19,Columbus,OH,USA,Sphere,Sharp Shiny metal object,I have video tape,3/6/23,
2/12/23 16:20,Florence,SC,USA,Cylinder,30 Seconds,A weird cylinder object with lights flew over me and away.,3/6/23,
2/12/23 15:00,Manhattan,IL,USA,Orb,Approximately 70 seconds.,"Observed metallic orb, traveling south from location in northern Manhattan, Illinois. Orb disappeared through rapid burst of speed.",3/6/23,
2/12/23 10:40,Toronto,ON,Canada,Oval,5-15 minutes,Black Oval Object,3/6/23,
2/12/23 05:00,,,,Light,20 minutes,"High altitude light moving left to right, second light peeled off from first.",3/6/23,
2/12/23 03:30,Portland,OR,USA,Orb,3-5 seconds,1 light orb moving horizontal then disappearing and another hovering 4 feet above an overhead highway sign,3/6/23,
2/12/23 03:25,Lyon Mountain,NY,USA,Unknown,unknown,Aircraft over flying Northern NY reported UFO.,3/6/23,
2/12/23 03:15,Fort Atkinson,WI,USA,Light,30 minutes,A number of white lights low above the horizon.,3/6/23,Yes
2/12/23 00:12,Lake Worth,FL,USA,Fireball,5 seconds,Flash of red and orange in the sky,3/6/23,Yes
2/11/23 22:30,Noatak,AK,USA,Circle,10 minutes or longer,Object flying over my hometown. Red light turning on and off. Made a high pitch sound,3/6/23,
2/11/23 22:30,Sioux falls,SD,USA,Circle,2.00 minutes,"It was super fast headed north, then suddenly turned around and headed back south.",3/6/23,
2/11/23 22:00,Jackson,MI,USA,Circle,Hour or longer.,I was standing on my back deck when I saw this object. Really curious on what it might be.,3/6/23,Yes
2/11/23 22:00,Moore Haven,FL,USA,Light,Unknown,Over 40 objects appeared. Spaced evenly and moving fast. Like it came from Polaris and across into Orion and disappeared. .,3/6/23,
2/11/23 21:20,Plainfield,IL,USA,Triangle,10-15 secs,5 glowing pulsing triangles,3/6/23,
2/11/23 21:12,Melbourne,Victoria,Australia,Circle,aproximtaly 20 seconds,Bright Light Very high travelling fast west to east,3/6/23,
2/11/23 21:00,Kingston.,NH,USA,Rectangle,At least 5 minutes,A large rectangular object in sky hovering with lights that were,3/6/23,
2/11/23 20:30,Barrie,ON,Canada,Circle,3 hours,Saw weird stationary flashing light in sky. Was in same or similar location for like 2 hours,3/6/23,Yes
2/11/23 20:05,Lethbridge,AB,Canada,Light,5 minutes,"Solid white light moving very fast over Nobleford, Alberta",3/6/23,
2/11/23 19:53,Antlers,OK,USA,Circle,One hour,"Moving up, down and left to right. Very bright. Disappeared completely after an hour of noticing it.",3/6/23,Yes
2/11/23 19:02,Jenks,OK,USA,Orb,30 seconds,Saw a green glowing orb going very fast down 33rd west ave then took a sudden right turn heading east and vanished.,3/6/23,
2/11/23 19:00,Madison,WI,USA,Other,10 minutes,"Like a shooting star that kept repeating on the exact same course, with moments of darkness between.",3/6/23,
2/11/23 18:45,Walla Walla,WA,USA,Cigar,5 seconds,A thin pale yellow glowing line appeared mid-sky and glided in a perfectly straight line due north for about 5 seconds.,3/6/23,
2/11/23 17:24,Higganum,CT,USA,Triangle,About 40 minutes,Was driving and could observe it for 20 minutes of my drive. It did not seem to move,3/6/23,
2/11/23 17:15,Lexington,VA,USA,Cigar,4 minutes,"A white cylinder, rounded on both ends, about 5 or 6 times longer than wide. No wings, no contrail, no sound.",3/6/23,
2/11/23 16:00,Belcher,LA,USA,Orb,Maybe 30 seconds,My husband and I were in the car and saw a blindingly bright orb or maybe oval hovering in the sky then it just disappeared.,3/6/23,
2/11/23 14:00,HENDERSON,NV,USA,Cylinder,Approximately 10 minutes,It appeared to sit in the sky and it looked like it had solar panels on it no sound moved slowly disappeared then reappeared,3/6/23,Yes
2/11/23 11:50,Phoenix,AZ,USA,Diamond,3 minutes on an airplane,"I saw a bright, almost reflective, white object in the distance. Zoomed in becomes blurry. There's another object in a shadow in 2 pics",3/6/23,Yes
2/11/23 11:35,Calgary,AB,Canada,Light,2 seconds,Fast moving light yellow red glow maybe 10 times speed of fighter jet really fast only visible 2 or 3 seconds,3/6/23,
2/11/23 11:30,Palm Springs,CA,USA,Changing,15 seconds,I saw a fighter jet closely being followed by a changing faceted shape objet which at first I was being towed by the jet.,3/6/23,
2/11/23 09:28,Melbourne,FL,USA,Star,2-3 seconds,They looked like they were small faint stars flying at top speeds in the night sky,3/6/23,
2/11/23 04:00,Lincoln,NE,USA,Sphere,Half hour at a time,"Up to 3 lights in the sky, every morning at 4am, 3 locations, 200 miles apart. Fade in, fade out. Sometimes overlaying each other.",3/6/23,Yes
2/11/23 04:00,Manchester,,United Kingdom,Light,5minutes,White warm coloured light,3/6/23,
2/11/23 03:00,Hansville,WA,USA,Unknown,24 images in an hour,My webcam has been capturing this streaks between 3am and 4am for months now. 24 images captured last night,3/6/23,
2/11/23 00:03,Troy,ID,USA,Other,25-30 minutes,"Red, green & white flashing lights too far away to determine shape",3/6/23,
2/10/23 21:55,Edmonton,AB,Canada,Oval,5 minutes,"Soundless, Round or oval thick object flew over top of my house so fast it was gone in less than 3 seconds.",3/6/23,
2/10/23 21:00,Ozona,TX,USA,Triangle,2 minutes,There were 3 bright white lights in a triangle formation that appeared over the canyon wall.,3/6/23,
2/10/23 19:39,Williamson,WV,USA,Disk,Around 10-12 minutes,I was working in my tool shed and was coming back in and saw the craft with my wife and my cousin. It then went further down with speed,3/6/23,
2/10/23 18:48,Pittsburgh,PA,USA,Changing,Morning,3 very bright disk formed like a triangle low in sky hovering making hovering vibration sound loud low loud low 1 shot bright beam to g,3/6/23,
2/10/23 18:11,My Pleasant,UT,USA,Cigar,At least 45 min,2 Large cigars/saucers over the mountain,3/6/23,
2/10/23 17:33,Grain Valley,MO,USA,Orb,Two or three minutes,I saw the sun reflecting off something in the sky so I pulled out my phone to record it.,4/9/23,Yes
2/10/23 15:15,"Prudhoe Bay, Alaska",AK,USA,Other,about 20 minutes,Flightradar24 track of USAF AFRDQ5827,3/6/23,Yes
2/10/23 15:00,Portland,OR,USA,Circle,About 10 minutes,Round white object,3/6/23,
2/10/23 13:24,Lake Country,BC,Canada,Chevron,10 minutes,Saw what I thought was a plane but it didn't have a trail it changed direction and was moving too fast,3/6/23,Yes
2/10/23 10:12,taueanga,Bay of Plenty Region,New Zealand,Cone,3 minutes,Saw it hover at my house for 3 minutes and it didn't seem to do anything,3/6/23,
2/10/23 07:45,Kelowna,BC,Canada,Unknown,10 seconds,Looking in the sky saw an object over the airport flying over the mountain that was not a airplane or helicopter it looked on fire,3/6/23,
2/10/23 07:10,Alexandria,VA,USA,Oval,3 minutes maybe,Saw two flying objects flying in circles and erratic movements then they disappeared.,3/6/23,Yes
2/10/23 05:50,Hollister,CA,USA,Rectangle,15 seconds,"Had two or three lights, one at each end, ~2000 ft",3/6/23,
2/10/23 04:53,Littleton,MA,USA,Star,4 minutes,Every 30 seconds a star-like object appeared and moved down a couple of degrees and disappeared. This was repeated 5 or so times.,3/6/23,
2/9/23 23:02,nipomo,CA,USA,Changing,around two minutes,"Large orange glowing object ascends high, changes color, splits into two spheres one remains stationary other floats away, then vanish.",3/6/23,
2/9/23 20:30,Reisterstown,MD,USA,Chevron,2-3 minutes,Slow moving gun metal gray carbon fiber stealth bomber shaped front with white lites 3 on each side of front Vshape. 100 -150 feet fr,3/6/23,
2/9/23 19:16,Newark,OH,USA,Cone,10 to 12 minutes,Many flashing lights following a bigger object,3/6/23,
2/9/23 18:05,Monroe,WA,USA,Light,5 minutes,I saw ball of light hovering low in sky not making any sound or blinking lights like an aircraft would do.,3/6/23,Yes
2/9/23 17:57,Portland,ME,USA,Changing,1.22,I'm sorry white light all of a sudden appear so I got out my camera because I also had a siding last month that mufon is investigating,3/6/23,
2/9/23 17:45,Cleveland,OH,USA,Cylinder,5 minutes,We were watching a plane when we noticed this,3/6/23,Yes
2/9/23 17:39,Watertown,MA,USA,Unknown,approximately 3 minutes,A greenish blue flying object,3/6/23,
2/9/23 17:30,Applegate,OR,USA,Cigar,20 mins,"A fleet appeared flying northeast in the sky equidistance apart, some looping back. We have 5-6 mins of video",3/6/23,
2/9/23 16:31,Somers,MT,USA,Other,Unknown,Noticed stationary structure on mountainside of national forest land with no tracks or visible way of having gotten to location,3/6/23,Yes
2/9/23 16:00,"South East of Quartzite, AZ",AZ,USA,Cigar,5 minutes,"It was daylight and no clouds. I spotted a large object to the southeast moving east.it was moving slow, it was black, it was large.",3/6/23,Yes
2/9/23 15:23,Escondido,CA,USA,Sphere,30 seconds,Extremely small sphere at extremely fast speed.,3/6/23,
2/9/23 15:11,Madera,CA,USA,Cross,5 minute,Heard an unusually loud noise I couldnt find. Checked on an app for planes and it showed nothing.,3/6/23,Yes
2/9/23 12:26,Mesa,AZ,USA,Circle,30 seconds,Looking to the north east in my back yard saw a white lite jumping around in a small area,7/10/23,Yes
2/9/23 10:30,Creede,CO,USA,Sphere,25 seconds,Object moving at an oblique angle from my left to right .Object never changed shape. Object traveled behind a cloud. No line of sight.,3/6/23,
2/9/23 09:00,Exeter,NH,USA,Other,10 seconds,I was driving towards Epping on 101. At approx. 9am I saw a semi-solid white roundish balloon shaped object in the skyline.,3/6/23,
2/9/23 06:05,Montz,LA,USA,Other,3 to 5 minutes,Headlights visible but not the craft.,3/6/23,
2/9/23 03:45,Montgomery,AL,USA,Sphere,About an hour,We saw at least 10 bright starlight looking objects that flew fast and in various directions. Multiple other pilots on guard saw them,3/6/23,
2/9/23 03:30,Austintown,OH,USA,Circle,Lasted about ten minutes,"Well I seen the flying object , three of them very bright lights could see much because these light were so bright were not airplanes",5/19/23,
2/9/23 01:38,Laughlin,NV,USA,Triangle,30 seconds,Very briefly but slowly flew from AZ to Nellis direction,3/6/23,
2/9/23 01:07,Worcester,MA,USA,Circle,2-3 seconds,"I was looking through my skylight at the moon. All of a sudden a round, green object races under the moon traveling easterly.",3/6/23,
2/9/23 01:00,Albany,OR,USA,Circle,5 minutes,Ball of expanding light hovering,3/6/23,Yes
2/8/23 23:50,Ocala,FL,USA,Unknown,15 to 20 minutes,"I was looking toward the northwest sky when I noticed two distinct, very bright lights maybe 25 miles away.",3/6/23,
2/8/23 23:00,Yamba,New South Wales,Australia,Formation,Approx 5-10mins,4 lights seen dancing around each other in very organised geometric formations and changing colours between red and white.,7/10/23,Yes
2/8/23 22:30,Sacramento,,USA,Fireball,<= apprx. 1 minute,Three pairs of incandescent stationary aerial objects with no apparent suspension nor propulsion forming an exponential graph shape.,3/6/23,Yes
2/8/23 22:08,Torrington,CT,USA,Rectangle,5 seconds,Strange object passing across the Moon,3/6/23,Yes
2/8/23 21:03,Ashton,ID,USA,Other,1 hr and still happeing,"Strange white lights on main part, green laser pointer like lights scanning the ground.. now other planes have came in",3/6/23,
2/8/23 20:30,Ely,NV,USA,Disk,For a few minutes,"South of Ely, I saw something in front of the moon. I originally thought it could be a small lenticular cloud, but then it vanished.",3/6/23,
2/8/23 19:37,Lawrenceville,GA,USA,Cylinder,One hour,They hovered for about an hour then both just disappeared at the same while we were looking at them.,3/6/23,
2/8/23 18:30,Port Allegany,PA,USA,Triangle,3-4 minutes,Triangle lights appeared disappeared then reappeared as it moved across the sky.,3/6/23,Yes
2/8/23 18:25,Cliffside park,NJ,USA,Star,5 to 10 minutes,Glowing and disappearing Starlike light.,3/6/23,
2/8/23 17:30,Saint Marys,PA,USA,Cylinder,One minute,Very bright low hovering flying object with multiple lights.,3/6/23,Yes
2/8/23 15:00,Over the alps (may have been Italy),Provence-Alpes-Côte d,France,Teardrop,Around 20 seconds,Above object on airplane flying over alps when I seen a black craft flying low to the tops of the mountains with grey smoke of it,3/6/23,
2/8/23 10:09,melbourne,Victoria,Australia,Circle,"approx 10 minutes,","Not moving in a directly straight path.  Took to long to be aircraft, very bright light. Watched movements 10 minutes.",3/6/23,
2/8/23 09:31,Paradise Mt. Rainier National Park,WA,USA,Cigar,one screen shot,The photo has great detail if blown up.,3/6/23,Yes
2/7/23 22:00,Cancun,Quintana Roo,USA,Other,1-3 minutes,Round metallic ball UFO,3/6/23,
2/7/23 21:45,Between Sacramento and Ione CA. Near Rancho Seco nuclear,CA,USA,Light,15 mins video not that lo,Driving saw light change and move on crazy ways got video,3/6/23,
2/7/23 19:20,Powassan,ON,Canada,Circle,5-10 minited,"String of 50 or more lights ,Originally going straight then changed to a circle motion covered by a strange cloud that look like smoke",3/6/23,
2/7/23 19:16,Danbury,Essex,United Kingdom,Cylinder,,I I saw an object in the sky I think it was an unidentified object,3/6/23,Yes
2/7/23 18:56,Lutz,FL,USA,Circle,1hour,I thought maybe it was a plane but planes don't stay still in the sky so I thought maybe was a star or Stars don't move after an hour,3/6/23,Yes
2/7/23 18:29,Alsip,IL,USA,Changing,90 seconds,Transparent object that shifted object feel like i seen it because of light pollution from the city of chicago,3/6/23,
2/7/23 13:43,Logan,UT,USA,Diamond,3-4 Seconds,Witnessed a large object fly through low clouds in a small canyon.,3/6/23,Yes
2/7/23 13:30,Augusta,ME,USA,Orb,30-45 seconds,Two glowing orb-like objects came down from very thin clouds,3/6/23,
2/7/23 01:35,Palmdale,CA,USA,Other,7 to 10 mins,My son and I were driving to Palmdale form Apple Valley CA we saw a large craft floating in the air up and down the long way It went up,4/9/23,
2/7/23 00:32,Walland,TN,USA,Light,aprox. 5 min,Red ball of light stationary above the mountains with a police officer parked in the road seemingly observing it.,3/6/23,
2/6/23 23:06,Van Buren,OH,USA,Other,5 minutes,Object to the north,3/6/23,Yes
2/6/23 21:30,Perth,Western Australia,Australia,Light,30 seconds,Blue hovering light,3/6/23,
2/6/23 20:56,Greenbrier,AR,USA,Light,3 Minutes,One craft passing two C-130s at speed never seen before.,3/6/23,
2/6/23 20:35,Lakeland,FL,USA,Light,20 seconds,"BRIGHT Red streaked tail, that slowly disapeared to a dot that faded under the Moon...",3/6/23,
2/6/23 20:35,Tampa,FL,USA,Fireball,less than 60 seconds,I was sitting in my living room staring out the patio slide door when i noticed fireball object shooting straight towards the moon',3/6/23,
2/6/23 19:28,MOORESVILLE,NC,USA,Orb,4-5 minutes,"Looking at night sky from front porch, saw orb in two photos taking in succession over a 2-3 minute period. Orb moved up and eastward",4/9/23,Yes
2/6/23 19:15,Robinsonville,MS,USA,Fireball,Maybe 20 seconds,Green with red tail falling fully vertical,3/6/23,
2/6/23 19:15,Memphis,TN,USA,Orb,Seconds,Green orb appears darts across sky and blinks out,3/6/23,
2/6/23 18:59,Gravesend,Kent,United Kingdom,Unknown,30 seconds,A fast object going back and forth then disappears out of the blue.,3/6/23,
2/6/23 18:45,Glen Mills,PA,USA,Rectangle,1 minute,Object was flying to the left of the highway,3/6/23,Yes
2/6/23 17:55,DESERT HOT SPRINGS. Sky Valley,CA,USA,Light,5 minutes,"Driving W 10 freeway, I spotted 2 bright lights 1 mile apart at approximately 14000 feet.",3/6/23,
2/6/23 14:15,Rising Fawn,GA,USA,Formation,3 mins,Seen large group of silver translucent shapes,3/6/23,Yes
2/6/23 13:34,Near Moses lake,WA,USA,Triangle,10 minutes,My wife and I were driving on I-90 east Between Quincy and Moses Lake.,4/9/23,
2/6/23 10:25,Brantford,ON,Canada,Sphere,3-4 minutes,"While sitting on my balcony, spotted 5 silver sphere's, that looked like balloons.",3/6/23,
2/6/23 06:58,Poughkeepsie,NY,USA,Circle,15 seconds,Zig zagged across face of moon,3/6/23,
2/5/23 22:00,McKinney,TX,USA,Cigar,5+ Minutes,Observed a Illuminated Cigar Shaped UAP,3/6/23,
2/5/23 21:20,Cumbria,Cumbria,United Kingdom,Cylinder,Few seconds,"Photographing the full moon , clear night , object flew past diagonally across the moon as I was taking some photos.",3/6/23,Yes
2/5/23 21:20,Watsonville,CA,USA,Formation,45 minutes to an hr long,At least 40 pairs of lights visible with naked eye. But when viewed thru binoculars several more smaller lights around the bright pair,3/6/23,Yes
2/5/23 21:06,Gridley,CA,USA,Orb,one min,A round blue pulsating light that resembled a Alamy Naval mine.,7/10/23,Yes
2/5/23 18:56,Highland,IL,USA,Triangle,1-2 minutes,We were walking to our car from apartment. When we noticed a movement in the sky.,3/6/23,
2/5/23 18:15,Osseo,MN,USA,Diamond,1/2 hour,It was just hovering in the sky. No noise not moving at all.,3/6/23,
2/5/23 15:23,GREENVILLE,SC,USA,Orb,2-3 MINUTES,"YOU COULD ONLY SEE ORB WITH NAKED EYE, BUT OBJECT CAN BE SEEN ON VIDEO",4/9/23,
2/5/23 04:50,Joshua Tree,CA,USA,Circle,Seconds,Very bright round vessel low flying darted across the sky for seconds and upruptly went dark.,3/6/23,
2/5/23 04:00,Nr Stornoway Latitude: 58.209435 Longitude: -6.384869,Outer Hebrides,United Kingdom,Diamond,20 mins,4 red lights taking diamond formation flashing alternately vertical to horizontal,4/9/23,
2/4/23 22:00,Vantaa,Uusimaa,Finland,Changing,10 minutes,I was having taking picture of full moon tonight and something that wasn't supposed to be there got in my picture,3/6/23,Yes
2/4/23 21:45,Benicia,CA,USA,Teardrop,Few seconds,Teardrop shaped object flew overhead,3/6/23,
2/4/23 21:09,Wyoming,MI,USA,Unknown,2 minutes,Blinking light with no sound,3/6/23,
2/4/23 21:00,Oak View,CA,USA,Light,Approx 30 min for objects,"Individual lights, a minute or two apart, not going in the exact same direction",3/6/23,
2/4/23 19:00,Taylorsville,GA,USA,Changing,20 minutes,Cluster of pulsing blinking lights making formations,3/6/23,
2/4/23 18:05,johnson city,TN,USA,Other,maybe 20 seconds,I have a few photos,3/6/23,Yes
2/4/23 10:30,Saint Petersburg,FL,USA,Sphere,3 to 5 seconds,"Very bright metallic sphere appeared out of nowhere, traveled for 3 to 5 seconds and just disappeared.",3/6/23,
2/4/23 08:45,Biloxi,MS,USA,Cylinder,Approx 3 min,Traveled from east to west high above the Gulf - about as high as an airplane approaching,3/6/23,
2/3/23 21:05,Leesville,LA,USA,Sphere,About 4 seconds,Near leesville Louisiana,3/6/23,
2/3/23 20:08,Henderson,NV,USA,Triangle,It just happened I was st,Black triangle spotted throught thick dark clouds,3/6/23,
2/3/23 19:40,Between Goldfield and Tonopah,NV,USA,Light,3 seconds,2 consecutive Holographic flashes appeared in thin air- obscuring the view of the mountain.,3/6/23,
2/3/23 19:40,Brooksville,FL,USA,Cigar,2 minutes,A straight line of lights. The length of multiple full train cars. Still at first then took off fast and disappeared into thin air,3/6/23,
2/3/23 19:23,La Riera de Gaia,Tarragona Province,Spain,Unknown,3 mins,"Satellite like object from W horizon towards E veered S cont. to ~45° above S horizon, light went out briefly the streaked away",3/6/23,
2/3/23 19:20,"Village : Cheetakheda, Tehsil : Jeeran, District : Neemuch",Madhya Pradesh,India,Star,5 to 10 minutes,Saw multiple stars attached together like train,3/6/23,
2/3/23 19:00,Bushnell,FL,USA,Disk,,Was going to dollar general,3/6/23,
2/3/23 18:35,Shenandoah,IA,USA,Changing,Every night,These same lighted objects are above town every night and start out in the same positions it would seem,3/6/23,Yes
2/3/23 17:25,Mentor,OH,USA,Circle,A secongy,Saw a white bright light go up to a cloud.,3/6/23,
2/3/23 17:20,Palm Springs,CA,USA,Cross,10 minutes,Black object was moving very very slow to its right,3/6/23,Yes
2/3/23 17:15,San Jose,CA,USA,Circle,30 Minutes,Weird large circular thing in the sky traveling North to South from where we were standing - Very high up - Very large object,3/6/23,Yes
2/3/23 17:00,Farmington,MO,USA,Sphere,Ongoing as I typr,Noticed a bright white object in the eastern sky. It was above the moon yet has seemingly drifted slowly to the right,3/6/23,Yes
2/3/23 16:30,Westbank,BC,Canada,Changing,20 min,Large cloud shaped object moving directly across the sky in opposition to the wind and other clouds leaving a trail.,3/6/23,Yes
2/3/23 14:00,Livingston,LA,USA,Cylinder,5 seconds. Approximately,Tic-tac shaped object traveking South West.,3/6/23,
2/3/23 10:30,West Suffield,CT,USA,Triangle,10 seconds,Triangle shape descending straight down,3/6/23,
2/3/23 09:34,Middleton,TN,USA,Sphere,,Spheres in 2 of my pictures,3/6/23,Yes
2/3/23 05:30,Ajax,ON,Canada,Disk,3 mins,See 3 disc shape objects at night,3/6/23,
2/3/23 02:00,Horizon City,TX,USA,Circle,30 min (while awake),White balloon in El Paso,3/6/23,
2/3/23 00:22,Mercedes,TX,USA,Fireball,Les than a second,"Saw a small blue light falling from the sky, seemed to be burning during entry",3/6/23,
2/2/23 22:00,Vero Beach,FL,USA,Light,2-5 minutes,Orange Flare/Pulsating Light. Vertical & Horizontal.,3/6/23,Yes
2/2/23 21:00,Basinger,FL,USA,Orb,20 mins,Seen 4 lights that were in a orb shape move across sky then disappeared,4/9/23,Yes
2/2/23 20:30,Bremen,OH,USA,Chevron,Around 20 seconds,"Let the dog out for RR, Looked into sky, saw a translucent bird shaped object with no noise, no light, and no flapping of wings.",5/19/23,
2/2/23 19:15,Artesia,NM,USA,Formation,30 secons,"Me, my wife and to adult age sons witnessed six lights appear in intervals I. Two line formations",3/6/23,
2/2/23 19:12,Jaipur,Rajasthan,India,Rectangle,around 25 seconds,A lighted rectangular banner type shape in the sky,3/6/23,Yes
2/2/23 19:07,Bhopal,Madhya Pradesh,India,Rectangle,Between 20-25 Seconds,While Looking at Venus and Jupiter SW in night sky I saw UFO / Alien Space Ship entering from the southern Horizon traveling North.,3/6/23,Yes
2/2/23 18:45,Garfield,NJ,USA,Disk,5 second,Watched a hyper white disk launch into hyper speed so fast it left a light trail behind it before it vanished in a partly cloudy sky,3/6/23,
2/2/23 18:36,Mérida,Yucatán,Mexico,Sphere,45 seconds,"Luminous sphere with photon cloud in front, emitting light from the center out of its wings as if it were a holographic light and flash",3/6/23,Yes
2/2/23 18:25,Dane,WI,USA,Egg,30 seconds,White Egg shape being followed by aircraft,3/6/23,
2/2/23 18:17,North Bend,OR,USA,Disk,fifteen minutes,The same type of discoid craft that I saw and reported earlier but was orientated virtually perpendicular to the surface of the earth,3/6/23,Yes
2/2/23 18:10,Oxford,NJ,USA,Circle,6 seconds,I saw a bright round object travelling quickly over my head,3/6/23,
2/2/23 17:00,Middleton,ID,USA,Circle,2-3 min,Object in sky was white round like with black markings that resembled blocks or ladder,3/6/23,
2/2/23 16:00,Foxboro,MA,USA,Cone,10 seconds,Narrow Cone-Shaped Craft Hovered then Disappeared from the Clear Blue Sky,3/6/23,
2/2/23 06:14,Allentown,PA,USA,Orb,5 seconds,Orange orb moved across sky quickly traveling Northeast,3/6/23,
2/2/23 04:48,Miami,FL,USA,Teardrop,10 seconds,"Object exhibited awareness, was not a drone. Large, fast movement with stops and zig zagging motion.",3/6/23,
2/1/23 22:33,Middleboro,MA,USA,Formation,1 hour,Saw 4 brights lights hovering over town at 10:33pm,3/6/23,Yes
2/1/23 22:29,tyrone,PA,USA,Sphere,1 minute plus,"Caught on camera, didn't realize there was an anomaly until later.",3/6/23,Yes
2/1/23 21:06,Puyallup,WA,USA,Egg,1-2 minutes,White edges red then dim moved close then apart,3/6/23,
2/1/23 20:17,Melbourne,Victoria,Australia,Cigar,1 sec,"Was in my backyard started taking photos of funny looking clouds then as I looked over them I captured quite a few , samsung S22ultra",3/6/23,Yes
2/1/23 20:07,Woodland,CA,USA,Orb,Less than 2 minutes,"Round glowing object, changing size and brightness, then dropped out of sight.",3/6/23,
2/1/23 19:45,Seattle,WA,USA,Triangle,5 minutes,"UFO Above Puget Sound, Seattle, WA (7:45 pm) - February 1, 2023",3/6/23,
2/1/23 19:43,it was over north Wood Village between airport and walmart,OR,USA,Orb,maybe 60 seconds,Unknown orange spheres filmed over Wood Village Oregon,3/6/23,Yes
2/1/23 19:35,Troutdale,OR,USA,Unknown,Several minutes,Fast moving object,3/6/23,
2/1/23 18:48,Baden,PA,USA,Light,About 5 minutes,"Two bright lights flying in formation, the lead one dim followed by a bright white light",3/6/23,Yes
